!WOW!|Mills Novelty Company|March, 1932|1|ME|Unknown
Double Header|Mills Novelty Company|May, 1936|1|EM|Unknown
Double Header|Bally Manufacturing Corporation|Unknown|1|EM|Unknown
Double Nugget|Les Tasken Company|May, 1936|1|EM|Unknown
Double or Nothing|Pacific Amusement Manufacturing Company|May, 1935|1|EM|Unknown
Double Play|Williams Electronic Manufacturing Company|April, 1965|1|EM|Sports - Baseball
Double Play|Exhibit Supply Company|May, 1941|1|EM|Sports - Baseball
Double Play|Chicago Coin Machine Manufacturing Company|March, 1965|1|EM|Sports - Baseball
Double Play|Warren Manufacturing Company|1932|1|Unknown|Unknown
Double Score|Unknown Manufacturer|Unknown|1|ME|Unknown
Double Score|J. H. Keeney and Company Incorporated|March, 1936|1|EM|Unknown
Double Shuffle|Charles Marshall Gravatt|March, 1932|1|ME|Unknown
Double Shuffle Twins|Dennard-Williams &amp; Dennard|April, 1933|2|ME|Unknown
Double Track|Genco Manufacturing Company|January, 1938|2|EM|Auto Racing - Horse Racing
Double Treasure|Daval Mfg Company Incorporated, G.B.|February, 1939|1|EM|Unknown
Double Up|Unknown Manufacturer|Unknown|1|EM|Unknown
Double Up|Stoner Manufacturing Company|January, 1936|1|EM|Unknown
Double `8'|Stoner Manufacturing Company|June, 1934|1|EM|Unknown
Double-Feature|D. Gottlieb &amp; Company|December, 1950|1|EM|Pageantry - Show Business - Women
Double-Shuffle|Hercules Novelty Company, Incorporated|September, 1932|1|ME|Unknown
Double-Shuffle|D. Gottlieb &amp; Company|June, 1949|1|EM|Games - Recreation - Shuffle Board
Double-Shuffle|Ad-Lee Company|1932|1|ME|Unknown
Double-Shuffle Twins|Southwestern Novelty Company|May, 1933|2|ME|Unknown
Double-Up|Bally Manufacturing Corporation|Unknown|1|EM|Unknown
Double-Up|Bally Manufacturing Corporation|Unknown|1|EM|Motorcycles
Doughboy|Baker Novelty and Manufacturing Company|April, 1940|1|EM|Unknown
Doughboy De Luxe Senior|American Engineering Co.|June, 1932|1|ME|Unknown
Doughboy Deluxe Jackpot Table|American Games Engineering Co.|August, 1932|1|ME|Unknown
Dr. Dude And His Excellent Ray|Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated|November, 1990|4|SS|Celebrities - Fictional
Dracula|Stern Electronics, Incorporated|January, 1979|4|SS|Celebrities - Fictional
Dragon|D. Gottlieb &amp; Company, a Columbia Pictures Industries Company|October, 1978|4|SS|Fantasy
Dragon|Interflip S. A.|December, 1977|4|EM|Fantasy
Dragon|D. Gottlieb &amp; Company, a Columbia Pictures Industries Company|October, 1978|4|EM|Fantasy
Dragon|Unknown Manufacturer|Unknown|1|SS|Fantasy
Dragon|Fipermatic Indústria Comércio Importação e Exportação Ltda|Unknown|4|EM|Fantasy
Dragonette|D. Gottlieb &amp; Company|June, 1954|1|EM|Celebrities - Fictional
Dragonfist|Stern Electronics, Incorporated|January, 1982|4|SS|Sports - Martial Arts
Dragoon|Recreativos Franco|1977|1|EM|Unknown
Dragster|Arco Falc S.R.L.|Unknown|1|SS|Sports - Auto Racing - Drag Racing
Dragster Flipp Flop|Arco Falc S.R.L.|Unknown|2|SS|Sports - Auto Racing - Drag Racing
Drakor|Taito do Brasil, a division of Taito, Japan|1979|4|SS|Fantasy
Draw Ball|California Exhibit Company|own|Unknown|EM|Unknown
Draw Ball|Rock-ola Manufacturing Corporation|August, 1936|1|EM|Unknown
Draw Bell|Bally Manufacturing Corporation|June, 1936|1|EM|Unknown
Dreadnought|Midlands|Unknown|1|Unknown|Unknown
Dreamy|Williams Manufacturing Company|February 27, 1950|1|EM|Unknown
Driving Range|Williams Electronic Manufacturing Company|April, 1965|1|EM|Unknown
Drop Kick|Exhibit Supply Company|October, 1934|1|EM|Sports - Football
Drop-A-Card|D. Gottlieb &amp; Company|November, 1971|1|EM|Cards/Gambling
Drop-A-Card|Proyectos Electromecánicos de Tanteo y Color|Unknown|1|EM|Cards/Gambling
Drum Major|D. Gottlieb &amp; Company|May, 1940|1|EM|Majorettes
Dual-Pool|Alvin G. and Company|Unknown|4|SS|Billiards
Dubbs|Standard Novelty Co.|Unknown|1|ME|Unknown
Duck Soup|Genco Manufacturing Company|June, 1935|1|EM|Unknown
Ducks|Playmatic|1975|1|EM|Sports - Hunting
Dude Ranch|Genco Manufacturing Company|August, 1940|1|EM|Unknown
Dude Ranch|Bally Manufacturing Corporation|Unknown|1|EM|Western
Duet|Bally Manufacturing Corporation|November, 1940|1|EM|Unknown
Duette|D. Gottlieb &amp; Company|March, 1955|2|EM|Unknown
Duette Deluxe|D. Gottlieb &amp; Company|March, 1955|2|EM|Unknown
Dungeons &amp; Dragons|Bally Midway Manufacturing Company|October, 1987|4|SS|Fantasy
Duotron|D. Gottlieb &amp; Company|September, 1974|2|EM|Fantasy
Duplex|Exhibit Supply Company|December, 1940|1|EM|Unknown
Dust Whirls|Roy McGinnis Company|May, 1944|1|EM|Unknown
Dutch Pool|A.B.T. Manufacturing Company|June, 1931|1|ME|Billiards
Dux|Chicago Coin Machine Manufacturing Company|December 03, 1937|1|EM|Sports - Hunting
Dyn O' Mite|Allied Leisure Industries, Incorporated|November, 1975|2|SS|Licensed Theme - Music – Singing - Dancing
Dynamite|Williams Manufacturing Company|August 24, 1946|1|EM|Western
DYSCUS De-Luxe|Dyscus Manufacturing Company|July, 1932|1|ME|Olympic Games
E-Z Aces|Hamilton Manufacturing Company a.k.a. Hamilton Machine Company|April, 1933|1|ME|Playing Cards
Eager Beaver|Williams Electronic Manufacturing Company|April 09, 1965|2|EM|Fantasy
Eagle Squadron|P &amp; S Machine Company|April, 1943|1|EM|Warfare
Earth Wind Fire|Zaccaria|April, 1981|4|SS|Fantasy
Earthshaker|Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated|February, 1989|4|SS|Earthquake
Easter Eggs|E. M. Marchant|1952|1|EM|Easter
Easy Aces|D. Gottlieb &amp; Company|December, 1955|1|EM|Cards/Gambling
Easy Pickin'|Glickman Company|March, 1942|1|EM|Unknown
Easy Steps|Rock-ola Manufacturing Corporation|March, 1938|1|EM|Unknown
Eclipse|Pacific Amusement Manufacturing Company|August, 1935|1|EM|Unknown
Eclipse|Bally Manufacturing Corporation|September, 1935|1|EM|Unknown
Eclipse|D. Gottlieb &amp; Company, a Columbia Pictures Industries Company|1982|4|SS|Unknown
Egg Head|D. Gottlieb &amp; Company|December, 1961|1|EM|Games - Tic-Tac-Toe
Eight and Six|Silver Star Manufacturing Company|October, 1932|1|ME|Unknown
Eight Ball|Bally Manufacturing Corporation|September, 1977|4|SS|Billiards
Eight Ball Champ|Bally Midway Manufacturing Company|August, 1985|4|SS|Billiards
Eight Ball Champ|Bally Wulff|1985|4|SS|Billiards
Eight Ball Deluxe|Bally Manufacturing Corporation|April, 1981|4|SS|Billiards
Eight Ball Deluxe|Bally Midway Manufacturing Company|1984|4|SS|Billiards
Eight Ball Deluxe Limited Edition|Bally Manufacturing Corporation|December, 1982|4|SS|Billiards - Games - Western
El Bumpo|Pennsylvania Novelty Company|November, 1931|1|ME|Unknown
El Dorado|D. Gottlieb &amp; Company|March, 1975|1|EM|Western
El Dorado|Maquinas Recreativas Sociedad Anonima|Unknown|1|EM|Unknown
El Dorado|Europlay|1976|1|EM|Western
El Dorado City of Gold|Premier Technology|September, 1984|4|SS|Adventure - Fantasy
El Gran Chaparral|Eusebio Martinez Garcia|own|Unknown|EM|Unknown
El Paso|Williams Manufacturing Company|November 18, 1948|1|EM|American Places
El Rancho|J. H. Keeney and Company Incorporated|April 21, 1962|1|EM|Western
El Reloj|Fábrica de Aparatos Electro Mecánicos Recreativos, S.L|Unknown|1|EM|Unknown
El Tigre|Unknown Manufacturer|1977|1|SS|Circus
El Toro|Exhibit Supply Company|March, 1938|1|EM|Unknown
El Toro|Williams Electronic Manufacturing Company|August 05, 1963|2|EM|Bullfighting
El Toro|Bally Manufacturing Corporation|April, 1972|1|EM|Bull fighting
El Toro Shoot the Bull|Warren Novelty Co.|Unknown|1|ME|Unknown
El Viti|Unknown Manufacturer|Unknown|1|EM|Bullfighting
Eldorado|SIRMO Games S.A.|Unknown|1|SS|Unknown
Eldorado|Sigma|Unknown|1|Unknown|Adventure
Electra-Pool|D. Gottlieb &amp; Company|October, 1965|1|EM|Billiards
Electric Automatic Whiffle Model 34|Peerless Products Company|October, 1933|1|EM|Unknown
Electric Baffle Ball|D. Gottlieb &amp; Company|October, 1935|1|EM|Unknown
Electric Eye|Exhibit Supply Company|1936|1|EM|Unknown
Electric Hockey|Exhibit Supply Company|1953|2|EM|Sports - Hockey
Electric Poker|H. C. Evans &amp; Company|1929|1|EM|Playing Cards - Poker
Electric Road|Md|Unknown|1|EM|Sports - Auto Racing
Electric Scoreboard|D. Gottlieb &amp; Company|April, 1937|1|EM|Sports - Baseball
Electro|Electro-Ball Company|July, 1934|1|EM|Unknown
Electro|Exhibit Supply Company|June, 1934|1|EM|Unknown
Electro|Stoner Manufacturing Company|March, 1938|1|EM|Unknown
Electro Black Diamond|Electro Black Diamond Double Pin Table Company|April, 1933|2|ME|Dog Racing
Electro-Ball|Electro-Ball Company|Unknown|1|EM|Unknown
Elektra|Bally Manufacturing Corporation|December, 1981|4|SS|Fantasy
Elektro-Bomber (Brillant Type 1)|T.H. Bergmann &amp; Company|Unknown|1|EM|Unknown
Elektro-Bomber (Brillant Type 2)|T.H. Bergmann &amp; Company|Unknown|1|EM|Unknown
Elektro-Bomber (Type B)|T.H. Bergmann &amp; Company|Unknown|1|EM|Unknown
Elektro-Bomber (Type C)|T.H. Bergmann &amp; Company|Unknown|1|EM|Unknown
Eleven Belles|J. H. Keeney and Company Incorporated|1958|1|EM|Dancing - Pageantry
Elite Guard|D. Gottlieb &amp; Company|February, 1968|1|EM|Unknown
Elmer|T and M Sales Company|March, 1949|1|EM|Swimming Pools - Women
Elvira and the Party Monsters|Midway Manufacturing Company, a subsidiary of WMS Industries, Incorporated|October, 1989|4|SS|Licensed Theme, Fictional Character
Elvis®|Stern Pinball, Incorporated|August, 2004|4|SS|Licensed Theme - Music
Elvis® Gold (Limited Edition)|Stern Pinball, Incorporated|2004|4|SS|Licensed Theme - Music
Embryon|Bally Manufacturing Corporation|June, 1981|4|SS|Fantasy - Science Fiction
Emerald City Limited Edition Wizard of Oz|Jersey Jack Pinball, Inc.|April, 2013|4|SS|Fantasy - Licensed Theme - Wizard/Magic
Empire|Unknown Manufacturer|Unknown|1|ME|Playing Cards
Empire|Arcadia Novelty Company|1933|1|ME|Unknown
Energie IV||Unknown|4|EM|Unknown
Enforcer|Williams Electronics, Incorporated|Unknown|4|SS|Adventure - Fantasy
English|Mills Novelty Company|February, 1932|1|ME|Unknown
Entry|Bally Manufacturing Corporation|1941|1|EM|Unknown
Equalite|Bally Manufacturing Corporation|April, 1937|1|EM|Unknown
Equity|Mills Novelty Company|February, 1935|1|EM|Unknown
ERBU BALL|Erich Büttner|December, 1933|1|ME|Unknown
ERBU-BALL|Erich Büttner|October, 1934|1|ME|Sports - Horse Racing
ERBU-RENNEN|Erich Büttner|December, 1935|1|ME|Sports - Horse Racing
Eros II|Fascination Int., Incorporated|1979|2|Unknown|Unknown
Eros One|Fascination Int., Incorporated|March, 1979|2|SS|Greek Mythology
Escalera de Color|Proyectos Electromecánicos de Tanteo y Color|Unknown|1|EM|Playing Cards
Escape|Jac van Ham|October, 1987|4|SS|Unknown
Escape from the Lost World|Bally Midway Manufacturing Company|January, 1988|4|SS|Fantasy
Esmeralda Ball|Proyectos Electromecánicos de Tanteo y Color|Unknown|1|EM|Happiness - Games
Esquire|Stoner Manufacturing Company|November, 1934|1|EM|Unknown
Eureka|Bally Manufacturing Corporation|November, 1938|1|EM|Unknown
Eureka|Bally Manufacturing Corporation|Unknown|1|EM|Unknown
Euro Continental Star|Willy Michiels|Unknown|1|Unknown|Unknown
Euromat|Aisch &amp; Melchers KG|Unknown|1|EM|Unknown
Euromat Deluxe|Aisch &amp; Melchers KG|1964|1|EM|Unknown
Euromat Super|Aisch &amp; Melchers KG|1964|1|EM|Unknown
Euromat Super 2|Aisch &amp; Melchers KG|1964|1|EM|Unknown
Evel Knievel|Bally Manufacturing Corporation|January, 1978|4|SS|Celebrities - Licensed
Evel Knievel|Bally Manufacturing Corporation|January, 1977|4|EM|Celebrities - Licensed
Evel Knievel|Bally Manufacturing Corporation|June, 1977|4|SS|Celebrities - Licensed
Evil Fight|Playmatic|March, 1980|4|SS|Fantasy
Evolution|Jeutel|1986|4|SS|Evolution - Science
Excalibur|Jeutel|1981|4|SS|Unknown
Excalibur|Premier Technology|November, 1988|4|SS|Fantasy - Knights - Myth and Legend
Excel|Daval Mfg Company Incorporated, G.B.|October, 1936|1|EM|Unknown
Explorer|Nordamatic|1976|1|EM|Space Exploration
Explorer|Sega Enterprises, Ltd.|1972|2|EM|Outer Space - Space Exploration
Expo|Williams Electronics, Incorporated|October 21, 1969|2|EM|Unknown
Exposition|Chicago Coin Machine Manufacturing Company|July 30, 1938|1|EM|Unknown
Expressway|Bally Manufacturing Corporation|August, 1971|1|EM|Travel
Extra Inning|D. Gottlieb &amp; Company|May, 1971|1|EM|Sports - Baseball
Extra Inning|Williams Electronic Manufacturing Company|January, 1962|1|EM|Sports - Baseball
Extra Six Cards|Willy Michiels|Unknown|1|Unknown|Unknown
Eye Of The Tiger|D. Gottlieb &amp; Company, a Columbia Pictures Industries Company|June, 1978|2|EM|Fantasy - Myth and Legend
F-14 Tomcat|Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated|March, 1987|4|SS|Adventure - Combat
F1 Grand Prix|Nuova Bell Games|1987|4|SS|Sports - Auto Racing
Fabulous 50's|Viza|August, 1978|4|Unknown|Unknown
Faces|Segasa d.b.a. Sonic|December, 1976|4|EM|Unknown
Faeton|Juegos Populares, S.A.|1985|4|SS|Unknown
Fair|D. Gottlieb &amp; Company|May, 1939|1|EM|Unknown
Fair|Genco Manufacturing Company|1939|1|EM|Unknown
Fair Fight|Recel S. A.|May, 1978|4|SS|Medieval Battle
Fair Grounds|Bally Manufacturing Corporation|February, 1937|4|EM|Sports - Horse Racing
Fair Lady|D. Gottlieb &amp; Company|November, 1956|2|EM|Show Business - Theater
Fair Play|Buckley Manufacturing Company|January, 1936|1|EM|Unknown
Fairmont|Bally Manufacturing Corporation|1941|1|EM|Sports - Horse Racing
Fairway|C. F. Eckhart &amp; Company|May, 1935|1|EM|Sports - Golfing
Fairway|Williams Manufacturing Company|June 09, 1953|1|EM|Sports - Golfing
Fairy|Playmatic|September, 1975|1|EM|Fantasy
Falling Suns|Unknown Manufacturer|May, 1944|1|EM|Unknown
Falstaff|D. Gottlieb &amp; Company|October 16, 1957|4|EM|Fictional Characters
Family Fun!|Game Plan, Incorporated|April, 1979|4|SS|Activities – Family - Sports
Family Guy|Stern Pinball, Incorporated|2007|4|SS|Cartoon - Licensed - Juvenilia
Fan Dance|The Garco Co.|February, 1934|1|Unknown|Unknown
Fan Dancer|Glickman Company|February, 1942|1|EM|Unknown
Fan-Tan|Northwest Coin Machine Company|March, 1932|1|ME|Unknown
Fan-Tas-Tic|Williams Electronics, Incorporated|September 26, 1972|4|EM|Dancing - Happiness - Music
Fandango|Playmatic|May, 1976|1|EM|Music - Dancing - World Places
Fans|Maquinas Recreativas Sociedad Anonima|Unknown|1|EM|Unknown
Fantastic Car|Ideas y Diseños, Sociedad Anónima|1986|4|SS|TV Show
Fantastic World|Peyper|Unknown|1|EM|Fantasy
Fantasy|Fábrica de Aparatos Electro Mecánicos Recreativos, S.L|1970|1|EM|Fantasy
Fantasy|Stoner Manufacturing Company|February, 1940|1|EM|Fantasy - Women
Fantasy|Playmatic|January, 1976|4|EM|Fantasy
Fantasy|Bell Games|1982|4|SS|Fantasy
Fantasy Jackpot|Stoner Manufacturing Company|February, 1940|1|EM|Unknown
Far Out|Maquinas Recreativas Sociedad Anonima|Unknown|1|EM|Psychedelic
Far Out|D. Gottlieb &amp; Company|December, 1974|4|EM|Psychedelic
Farfalla|Zaccaria|September, 1983|4|SS|Unknown
Farwest|Fliperbol|1980|4|SS|American West
Fascinating|Stoner Manufacturing Company|own|Unknown|Unknown|Unknown
Fashion Show|D. Gottlieb &amp; Company|June, 1962|2|EM|Fashion Show
Fast Ball|Williams Electronics, Incorporated|March 25, 1969|2|EM|Sports - Baseball
Fast Ball|Exhibit Supply Company|July, 1946|1|EM|Sports - Baseball
Fast Draw|Europlay|Unknown|4|SS|Unknown
Fast Draw|D. Gottlieb &amp; Company|March 17, 1975|4|EM|American West
Fast Track|Sullivan-Nolan Advertising Company [WWII Conversions Only]|January, 1943|1|EM|Unknown
Fast Track|Mr. Game|Unknown|4|SS|Racing
FasTrac|Stern Electronics, Incorporated|Unknown|4|SS|Sports - Auto Racing
Fathom|Bally Manufacturing Corporation|August, 1981|4|SS|Fantasy - Scuba Diving - Water Sports
Fatima|Bally Manufacturing Corporation|July, 1933|1|ME|Unknown
Faukland|Unknown Manufacturer|Unknown|4|Unknown|Unknown
Favorit|T.H. Bergmann &amp; Company|1939|1|EM|Sports - Horse Racing
Favorite|Buckley Manufacturing Company|April, 1932|1|ME|Unknown
Favorite|Unknown Manufacturer|Unknown|1|ME|Sports - Horse Racing
Favorite|J. H. Keeney and Company Incorporated|May, 1948|1|EM|Unknown
Feed Bag|Western Equipment &amp; Supply Company|July, 1938|1|EM|Sports - Horse Racing
Fence Buster|D. Gottlieb &amp; Company|May 16, 1936|1|EM|Sports - Baseball
Feria|Unknown Manufacturer|Unknown|1|EM|Circus/Carnival - Fair - Women
Ferry-Boat|Unknown Manufacturer|Unknown|1|EM|Boats - Travel - Water
Festival|Chicago Coin Machine Manufacturing Company|August, 1966|4|EM|Happiness - Music - Dancing
Festival Pop|Marsa|Unknown|1|EM|Happiness - Music - Nightlife - Singing
Fiesta|Exhibit Supply Company|November, 1946|1|EM|Celebration - Dancing - Festivities - Music
Fiesta|Playmatic|June, 1976|4|EM|Music - Dancing - World Places
Fiesta|Williams Electronic Manufacturing Company|December 09, 1959|2|EM|Celebration - Festivities
Fiesta|Chicago Coin Machine Manufacturing Company|May 02, 1938|1|EM|Unknown
Fifteen|Industria (Electromecánica) de Recreativos S.A|1974|1|EM|Unknown
Fifth Inning|Bally Manufacturing Corporation|April, 1939|1|EM|Sports - Baseball
Fifty Grand|Genco Manufacturing Company|May, 1936|1|EM|Unknown
Fifty Grand|Automatic Games Company|1933|1|EM|Unknown
Fifty Grand|Specialty Manufacturing Company|June, 1941|1|EM|Unknown
Fighter|Unknown Manufacturer|Unknown|4|SS|Adventure - Outer Space - Science Fiction
Fightin' Phils|Nate Schneller Incorporated|June, 1950|1|EM|Sports - Baseball
Fighting Irish|Chicago Coin Machine Manufacturing Company|November, 1950|1|EM|Sports - Football
Figure 8|Butler Specialty Company|September, 1932|1|ME|Unknown
Figure 8|California Games Company|own|Unknown|EM|Unknown
Figure 8|Hercules Novelty Company, Incorporated|July, 1932|1|ME|Unknown
Figure 8 Replacement|Field Manufacturing Corporation|July, 1932|1|ME|Unknown
Figure Eight|Burrows Automatic Supply Company, Ltd.|April, 1933|1|ME|Unknown
Film Cavalcade|Nate Schneller Incorporated|August, 1949|1|EM|Movie Making - Show Business
Finance|Chicago Coin Machine Manufacturing Company|April 30, 1936|1|EM|Unknown
Fire Action|Taito do Brasil, a division of Taito, Japan|1980|4|SS|Outer Space
Fire Action De Luxe|Taito do Brasil, a division of Taito, Japan|1983|4|SS|Outer Space
Fire Alarm|D. Gottlieb &amp; Company|February, 1939|1|EM|Unknown
Fire Ball|J. H. Keeney and Company Incorporated|April, 1937|1|EM|Unknown
Fire Chief|D. Gottlieb &amp; Company|June, 1935|1|EM|Unknown
Fire Cracker|Chicago Coin Machine Manufacturing Company|October, 1963|2|EM|Unknown
Fire Cracker|J. H. Keeney and Company Incorporated|February, 1937|1|EM|Unknown
Fire Mountain|Zaccaria|January, 1980|4|SS|Volcano
Fire Queen|D. Gottlieb &amp; Company, a Columbia Pictures Industries Company|December, 1977|2|EM|Fantasy
Fire!|Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated|August, 1987|4|SS|Unknown
Fire! Champagne Edition|Williams Electronics Games, Incorporated, a subsidiary of WMS Ind., Incorporated|September, 1987|4|SS|Unknown
Fireball|Bally Manufacturing Corporation|February, 1972|4|EM|Fantasy
Fireball|Centro Matic S.A.|1973|1|EM|Fantasy
Fireball|Bally Manufacturing Corporation|October, 1976|4|SS|Unknown
Fireball Classic|Bally Wulff|1986|4|SS|Unknown
Fireball Classic|Bally Midway Manufacturing Company|February, 1985|4|SS|Fantasy
Fireball II|Bally Manufacturing Corporation|June, 1981|4|SS|Fantasy
Fireball II|Bell Games|Unknown|4|SS|Fantasy
Firecracker|Bally Manufacturing Corporation|February, 1971|4|EM|Celebration - Festivities
Firepower|Williams Electronics, Incorporated|February, 1980|4|SS|Outer Space
